reference,student,label
"When the string was tighter, the pitch was higher.","When the string is tightened, the pitch is higher not lower.",correct
"When the string was tighter, the pitch was higher.",The string made a higher pitch because it made it stop earlier which makes a higher pitch.,correct
"When the string was tighter, the pitch was higher.",When you make it long it make it low sound when you make it short it a height sound.,correct
"When the string was tighter, the pitch was higher.",When it was loose the sound was soft but when it was tighten it is low.,incorrect
"When the string was tighter, the pitch was higher.",The string was higher pitch because it had more tension.,correct
"When the string was tighter, the pitch was higher.",The tighter the string the higher it gets.,correct
"When the string was tighter, the pitch was higher.",When she make the the loose it get the sound lower.,correct
"When the string was tighter, the pitch was higher.",The pitch is higher.,correct
"When the string was tighter, the pitch was higher.",It was louder because the string was tighter.,incorrect
"When the string was tighter, the pitch was higher.",By moving her finger.,incorrect
"When the string was shorter, the pitch was higher.",It will not make loud pluck like the other strings.,incorrect
"When the string was shorter, the pitch was higher.",If it was shorter it would have a low sound.,incorrect
"When the string was shorter, the pitch was higher.",When you pluck the first string it makes a low pitch.,incorrect
"When the string was shorter, the pitch was higher.",At first it would make noise slower than the shorter one because it would be shorter noise.,incorrect
"When the string was shorter, the pitch was higher.",It was a higher pitch!,correct
"When the string was shorter, the pitch was higher.",Which side has more string is a lower pitch. Whichever side has more string it has a lower pitch.,correct
"When the string was shorter, the pitch was higher.",Because when you give it less room to vibrate it makes a higher pitch.,correct
"When the string was shorter, the pitch was higher.",It got a higher pitch.,correct
"When the string was shorter, the pitch was higher.",It is a high pitch.,correct
"When the string was shorter, the pitch was higher.",A bigger string makes a lower pitch and a little string would have a high pitch.,correct
"When the string was shorter, the pitch was higher.",It would make a high pitch.,correct
"When the string was shorter, the pitch was higher.",It is going to be higher.,correct
"When the string was shorter, the pitch was higher.",When it vibrates it goes so fast but it hits the string.,incorrect
"When the string was shorter, the pitch was higher.",The pitch would be higher because the vibrations do not travel as long.,correct
"When the string was shorter, the pitch was higher.",It was tighter so it made a higher pitch.,correct
"When the string was shorter, the pitch was higher.",When it is shortened the string is not that long so it makes a different sound.,incorrect
"When the string was shorter, the pitch was higher.",It gets higher when it is short and lower when it is longer.,correct
"When the string was shorter, the pitch was higher.",It got shorter and shorter so it was higher pitch.,correct
"When the string was shorter, the pitch was higher.",The sound was lower. It had more room to vibrate.,incorrect
"When the string was shorter, the pitch was higher.",It would be a High pitch.,correct
"When the string was shorter, the pitch was higher.",The string made a low pitch.,incorrect
"When the string was shorter, the pitch was higher.",When kate shortened the string that string would have a higher pitch.,correct
"When the string was shorter, the pitch was higher.",It got higher.,correct
"When the string was shorter, the pitch was higher.",The sound had a higher pitch because it had faster vibrations.,correct
"When the string was shorter, the pitch was higher.",I think the string would be tighter.,incorrect
"When the string was shorter, the pitch was higher.",It turns really really loud.,incorrect
"When the string was shorter, the pitch was higher.",It sounded high.,correct
"When the string was shorter, the pitch was higher.",The shorter the the higher the pitch because it less to travel through.,correct
"When the string was shorter, the pitch was higher.",And the shorter the string also the higher pitch it makes.,correct
"When the string was shorter, the pitch was higher.",The shorter the string the higher the sound.,correct
"When the string was shorter, the pitch was higher.",When you make the string small the volume is louder.,incorrect
"When the string was shorter, the pitch was higher.",It will have a lower sound than when you let go.,incorrect
"When the string was shorter, the pitch was higher.",The sound was lower.,incorrect
"When the string was shorter, the pitch was higher.",When you pull your string it makes a sound.,incorrect
"When the string was shorter, the pitch was higher.",IT High When it Shorter.,correct
The saxophone has the longest and fattest tube.,Because it is a horn that make like the mm.,incorrect
The saxophone has the longest and fattest tube.,Because it is the shortest one and it do not have that much time to come up.,incorrect
The saxophone has the longest and fattest tube.,Because the big circle makes a low pitch.,incorrect
The saxophone has the longest and fattest tube.,Because it is the biggest and it takes longer to make loud sound.,correct
The saxophone has the longest and fattest tube.,"Because it is a bigger instrument, wider and solid. Well those are the only ones I have learned.",correct
The saxophone has the longest and fattest tube.,Because it is the biggest instrument and the bigger it is the bigger vibrations and the bigger vibrations the lower it sounds.,correct
The saxophone has the longest and fattest tube.,Because it is bigger and I heard one before.,correct
The saxophone has the longest and fattest tube.,Because it is an instrument of the orchestra.,incorrect
The saxophone has the longest and fattest tube.,Because it has a curved thing.,incorrect
The saxophone has the longest and fattest tube.,Because it is the biggest one.,correct
The saxophone has the longest and fattest tube.,Because it is the smallest.,incorrect
The saxophone has the longest and fattest tube.,Because it is the biggest one because the air can not go through it very fast.,correct
The saxophone has the longest and fattest tube.,The low has make the highest sound and the highest make the lower sound.,incorrect
The saxophone has the longest and fattest tube.,It is so big it has a lot of room to vibrate.,correct
The saxophone has the longest and fattest tube.,Because the sound has more room to vibrate.,correct
The saxophone has the longest and fattest tube.,The bigger it is the lower the sound the smaller it is the higher the sound.,correct
The saxophone has the longest and fattest tube.,Because it has more amplification.,incorrect
The saxophone has the longest and fattest tube.,Because it is the biggest.,correct
The saxophone has the longest and fattest tube.,Because it has a little hole.,incorrect
The saxophone has the longest and fattest tube.,Because it is the longest and it takes a while for it to make sound.,incorrect
The saxophone has the longest and fattest tube.,It makes the lowest sound because it vibrates slower from having to travel far.,incorrect
The saxophone has the longest and fattest tube.,Because it is the biggest out of all the instruments.,correct
The saxophone has the longest and fattest tube.,Because the instrument is thicker than the others.,incorrect
The saxophone has the longest and fattest tube.,Because the lower it is the lower for big.,incorrect
The saxophone has the longest and fattest tube.,"Because the sound waves had a short time to set to the bottom, because it is bigger.",correct
The saxophone has the longest and fattest tube.,Because it has to travel longer.,incorrect
The saxophone has the longest and fattest tube.,It makes the lowest sound because it is bigger and vibrates slower.,correct
The saxophone has the longest and fattest tube.,This is why it makes the lower sound the one I circled goes down and then up that might be why.,incorrect
The saxophone has the longest and fattest tube.,I think that is the correct answer because is bigger.,correct
The saxophone has the longest and fattest tube.,Because it is a big one so it is going to make the lowest sound.,correct
The saxophone has the longest and fattest tube.,Because if it is large then it makes a lower sound.,correct
The saxophone has the longest and fattest tube.,Because the bigger it is the lower the sound gets.,correct
The saxophone has the longest and fattest tube.,Because it is the longest instrument. The air takes a longer time to travel out.,incorrect
The saxophone has the longest and fattest tube.,Because it has the longest way to travel.,incorrect
The saxophone has the longest and fattest tube.,Because is little instruments and I already played it once.,incorrect
Agree. Vibrations are movements. Vibrations produce sound.,"Yes, Because if things do not move it will not make a sound. Like if you are talking your voice box has to move.",incorrect
Agree. Vibrations are movements. Vibrations produce sound.,No because it is not true you do not have to move a bottle to make a sound.,incorrect
Agree. Vibrations are movements. Vibrations produce sound.,No Because it can travel from air.,incorrect
Agree. Vibrations are movements. Vibrations produce sound.,Yes. Because it has vibrations to cause.,correct
Agree. Vibrations are movements. Vibrations produce sound.,"Yes I agree with her, because when it moves it makes vibrations and that is what helps to make sound and when it is not moving it is not making sound.",correct
Agree. Vibrations are movements. Vibrations produce sound.,Yes I agree with Kate because it has to vibrate.,correct
Agree. Vibrations are movements. Vibrations produce sound.,Yes because it needs to vibration.,correct
Agree. Vibrations are movements. Vibrations produce sound.,Yes I do agree with Kate. Example: when the wind blows really hard it makes a sound.,incorrect
Agree. Vibrations are movements. Vibrations produce sound.,I do because sounds can not be made without vibrations.,correct
Agree. Vibrations are movements. Vibrations produce sound.,I do not agree because object does not have to move all the time.,incorrect
Agree. Vibrations are movements. Vibrations produce sound.,I do agree it has to vibrate to make sound and vibrating is considered moving.,correct
Agree. Vibrations are movements. Vibrations produce sound.,Yes because vibration is a type of movement and sound is made by vibration.,correct
Agree. Vibrations are movements. Vibrations produce sound.,Yes because it has to move to make vibrations which make sound.,correct
Agree. Vibrations are movements. Vibrations produce sound.,Yes because it has to vibrate to make sounds.,correct
Agree. Vibrations are movements. Vibrations produce sound.,Yes. Because vibration is movement and to create vibration the object has to move to create sound.,correct
Agree. Vibrations are movements. Vibrations produce sound.,No because if you jump on a sofa the string will move and make noise.,incorrect
Agree. Vibrations are movements. Vibrations produce sound.,Yes because vibrations has to move.,correct
Agree. Vibrations are movements. Vibrations produce sound.,No because desks do not move.,incorrect
Agree. Vibrations are movements. Vibrations produce sound.,Yes because how can it make a sound if it does not vibrate.,correct
Agree. Vibrations are movements. Vibrations produce sound.,I agree with her because when an object moves it causes vibration and vibration causes sound.,correct
Agree. Vibrations are movements. Vibrations produce sound.,I agree with her because the object has to vibrate.,correct
Agree. Vibrations are movements. Vibrations produce sound.,I agree with her because vibrations make sounds and vibration moves.,correct
Agree. Vibrations are movements. Vibrations produce sound.,"I agree with her because when you talk, your vocal cords moves and when you hear a sound, the things that made that sound must move and vibrate.",correct
Agree. Vibrations are movements. Vibrations produce sound.,Yes because it need to vibrate.,correct
Agree. Vibrations are movements. Vibrations produce sound.,Yes. When you move something it causes vibrations. And the vibrations cause sound waves.,correct
Agree. Vibrations are movements. Vibrations produce sound.,"Yes, because sound has to vibrate it.",incorrect
Agree. Vibrations are movements. Vibrations produce sound.,YES. I think yes because it changes the sound.,incorrect
Agree. Vibrations are movements. Vibrations produce sound.,"I agree with Kate because vibration creates sound, without vibration there would be no sound.",correct
Agree. Vibrations are movements. Vibrations produce sound.,"Yes, I agree with her. In order to make sound, it needs to move.",incorrect
Agree. Vibrations are movements. Vibrations produce sound.,I agree because if you move paper it produces a sound.,incorrect
Agree. Vibrations are movements. Vibrations produce sound.,I agree because it has to vibrate.,correct
Agree. Vibrations are movements. Vibrations produce sound.,Yes because if you do not move it will not make sound.,incorrect
Agree. Vibrations are movements. Vibrations produce sound.,I do agree with her because if a sound is made it vibrates and vibration is back and forth movement and without vibration you can not make a sound.,correct
Agree. Vibrations are movements. Vibrations produce sound.,Yes I do agree. Because an object has to move to make vibration which makes sound.,correct
Agree. Vibrations are movements. Vibrations produce sound.,I agree with her. Because if an object makes a sound it has to vibrate.,correct
Agree. Vibrations are movements. Vibrations produce sound.,I do agree with her because a object has to move to make a sound.,incorrect
So that people notice the sound.,Because so it can tell people to get out of the way in case of a fire.,correct
So that people notice the sound.,Because for the sound.,incorrect
So that people notice the sound.,Because when a house is on fire the fire people turn on their sirens.,incorrect
So that people notice the sound.,Would by a sound. Because it was high and low enough for someone to hear.,correct
So that people notice the sound.,So people can hear.,correct
So that people notice the sound.,Because if someone called 911 they could hear that they are coming.,correct
So that people notice the sound.,So when people in cars are driving it tells them to get out of the way.,correct
So that people notice the sound.,So everyone can hear it.,correct
So that people notice the sound.,Because the fire alarm would when a house is on fire.,incorrect
So that people notice the sound.,So people would move if it was an emergency.,correct
So that people notice the sound.,So if people heard this high pitch they would know to move or get out of the way.,correct
So that people notice the sound.,So people would know to get out of the way.,correct
So that people notice the sound.,Because it is a big pitch.,incorrect
So that people notice the sound.,So people know there is an emergency.,correct
So that people notice the sound.,Because high pitch is louder. So everyone can hear it because there is a fire.,correct
So that people notice the sound.,It gets cars out of the way. So they can get to the fire faster.,correct
So that people notice the sound.,I think siren.,incorrect
So that people notice the sound.,So people know to move.,correct
So that people notice the sound.,To get people out of the way.,correct
So that people notice the sound.,To get people's attention.,correct
So that people notice the sound.,To warn people.,correct
So that people notice the sound.,So people can hear it and pull over.,correct
So that people notice the sound.,To let the people know there are trouble so they need to hurry in the traffic.,correct
So that people notice the sound.,So people could know to get out of the way.,correct
So that people notice the sound.,If something Bad happening to somebody.,incorrect
So that people notice the sound.,For the fire drill.,incorrect
So that people notice the sound.,Because the car needs to get to someplace very quick.,correct
So that people notice the sound.,They have that so people can get out of the way.,correct
So that people notice the sound.,So people can hear it and get out of the way. To make people get out of the way.,correct
So that people notice the sound.,To let the people and people in trouble to know.,correct
So that people notice the sound.,I think a loud volume so that people hear it not to but the siren does not sound so loud.,correct
So that people notice the sound.,To tell people to move.,correct
So that people notice the sound.,It had a high pitch to warn people.,correct
So that people notice the sound.,Because he does not want noise.,incorrect
So that people notice the sound.,So people know to get out of the way.,correct
"When the string is tighter, the pitch will be higher.",It will change the pitch.,incorrect
"When the string is tighter, the pitch will be higher.",The pitch will change by the way she plucks it.,incorrect
"When the string is tighter, the pitch will be higher.",The pitch would be low.,incorrect
"When the string is tighter, the pitch will be higher.",The pitch will get high.,correct
"When the string is tighter, the pitch will be higher.",Higher pitch.,correct
"When the string is tighter, the pitch will be higher.",It would have a higher pitch.,correct
"When the string is tighter, the pitch will be higher.",It would make a higher pitch.,correct
"When the string is tighter, the pitch will be higher.",The pitch would be lower because it has less room to vibrate.,incorrect
"When the string is tighter, the pitch will be higher.",The pitch would get higher.,correct
"When the string is tighter, the pitch will be higher.",It would be lower.,incorrect
"When the string is tighter, the pitch will be higher.",It would make a higher pitch.,correct
"When the string is tighter, the pitch will be higher.",It would be a higher pitch.,correct
"When the string is tighter, the pitch will be higher.",It would sound louder.,incorrect
"When the string is tighter, the pitch will be higher.",It would be lower.,incorrect
"When the string is tighter, the pitch will be higher.",It would become a higher pitch from when she did not have it tight.,correct
"When the string is tighter, the pitch will be higher.",It would be a higher pitch.,correct
"When the string is tighter, the pitch will be higher.",It would be high pitch.,correct
"When the string is tighter, the pitch will be higher.",High pitch.,correct
"When the string is tighter, the pitch will be higher.",It would change to a high pitch.,correct
"When the string is tighter, the pitch will be higher.",It would be low.,incorrect
"When the string is tighter, the pitch will be higher.",It would be a high pitch.,correct
"When the string is tighter, the pitch will be higher.",The string gets higher.,incorrect
"When the string is tighter, the pitch will be higher.",A high pitch.,correct
"When the string is tighter, the pitch will be higher.",It would have a higher pitch.,correct
"When the string is tighter, the pitch will be higher.",It would make a higher pitch.,correct
"When the string is tighter, the pitch will be higher.",Medium.,incorrect
"When the string is tighter, the pitch will be higher.",The pitch was higher.,correct
"When the string is tighter, the pitch will be higher.",The sound would be higher.,correct
"When the string is tighter, the pitch will be higher.",It would be lower.,incorrect
"When the string is tighter, the pitch will be higher.",The sound will be a high pitch.,correct
"When the string is tighter, the pitch will be higher.",The pitch would go higher.,correct
"When the string is tighter, the pitch will be higher.",The pitch will go low.,incorrect
"When the string is tighter, the pitch will be higher.",The volume changes.,incorrect
"When the string is tighter, the pitch will be higher.",It would make a high pitch if Darla pull the string tighter.,correct
"When the string is tighter, the pitch will be higher.",It will be higher pitch.,correct
"When the string is tighter, the pitch will be higher.",It would become higher.,correct
"When the string is longer, the pitch will be lower.",It would be a high pitch.,incorrect
"When the string is longer, the pitch will be lower.",It will change by the pitch will be soft.,incorrect
"When the string is longer, the pitch will be lower.",It would be high pitch.,incorrect
"When the string is longer, the pitch will be lower.",The pitch will change by getting lower.,correct
"When the string is longer, the pitch will be lower.",It would have a lower pitch.,correct
"When the string is longer, the pitch will be lower.",It would have a lower pitch.,correct
"When the string is longer, the pitch will be lower.",It would be lower.,correct
"When the string is longer, the pitch will be lower.",If she did the pitch would be lower.,correct
"When the string is longer, the pitch will be lower.",Louder.,incorrect
"When the string is longer, the pitch will be lower.",The pitch gets lower.,correct
"When the string is longer, the pitch will be lower.",It will shake and make sound.,incorrect
"When the string is longer, the pitch will be lower.",It would be lower.,correct
"When the string is longer, the pitch will be lower.",It would get lower.,correct
"When the string is longer, the pitch will be lower.",It would have a lower pitch because it has less room to vibrate.,incorrect
"When the string is longer, the pitch will be lower.",Softer.,incorrect
"When the string is longer, the pitch will be lower.",It would be wobbly so it would make a small sound.,incorrect
"When the string is longer, the pitch will be lower.",It would make a higher sound.,incorrect
"When the string is longer, the pitch will be lower.",It would be lower pitch.,correct
"When the string is longer, the pitch will be lower.",It would not be as high as when you pull it tight.,correct
"When the string is longer, the pitch will be lower.",It would change to a low pitch.,correct
"When the string is longer, the pitch will be lower.",It would be a low pitch.,correct
"When the string is longer, the pitch will be lower.",The pitch will be higher.,incorrect
"When the string is longer, the pitch will be lower.",A low pitch.,correct
"When the string is longer, the pitch will be lower.",It would be lower.,correct
"When the string is longer, the pitch will be lower.",The pitch would get lower.,correct
"When the string is longer, the pitch will be lower.",The pitch will be low.,correct
"When the string is longer, the pitch will be lower.",It got high.,incorrect
"When the string is longer, the pitch will be lower.",It will be low the pitch change.,correct
"When the string is longer, the pitch will be lower.",The sound would be lower.,correct
"When the string is longer, the pitch will be lower.",It would be lower pitch.,correct
"When the string is longer, the pitch will be lower.",It would be a longer sound.,incorrect
"When the string is longer, the pitch will be lower.",Still high.,incorrect
"When the string is longer, the pitch will be lower.",It would sound lower.,correct
"When the string is longer, the pitch will be lower.",The pitch will go high.,incorrect
"When the string is longer, the pitch will be lower.",It will make a lower pitch and yes.,correct
"When the string is longer, the pitch will be lower.",The pitch would be low.,correct
Shadows change during the day because the Earth is turning. The Sun stays in one place.,It would best show it because the earth always rotates around the sun.,incorrect
Shadows change during the day because the Earth is turning. The Sun stays in one place.,Why the shadow changes during the day because our earth rotates around.,correct
Shadows change during the day because the Earth is turning. The Sun stays in one place.,Because the earth rotate. And the sun moves to another way.,incorrect
Shadows change during the day because the Earth is turning. The Sun stays in one place.,If the globe rotate the shadow the earth move very slow around all of us. The shadow move because like every minute when we move.,correct
Shadows change during the day because the Earth is turning. The Sun stays in one place.,Because the earth rotates which causes the shadow to move but the sun stays where it is at.,correct
Shadows change during the day because the Earth is turning. The Sun stays in one place.,Rotate the globe because the sun does not move is the earth that is moving.,correct
Shadows change during the day because the Earth is turning. The Sun stays in one place.,"When the flashlight moves, the shadow moves too.",incorrect
Shadows change during the day because the Earth is turning. The Sun stays in one place.,Because it is a sign and the earth moves not the sun.,correct
Shadows change during the day because the Earth is turning. The Sun stays in one place.,When the globe moves every minute the sun face the other way.,correct
Shadows change during the day because the Earth is turning. The Sun stays in one place.,Because it rotates around the sun.,incorrect
Shadows change during the day because the Earth is turning. The Sun stays in one place.,This would be a good demonstrate because the sun does not move the earth and the shadow would move around.,incorrect
Shadows change during the day because the Earth is turning. The Sun stays in one place.,Because the sun is going around us while the earth spins in circles which makes it go around.,incorrect
Shadows change during the day because the Earth is turning. The Sun stays in one place.,Because the need to tell and see what did it happen there or where and somewhere it could be.,incorrect
Shadows change during the day because the Earth is turning. The Sun stays in one place.,The shadows are true the day because get night dark.,incorrect
Shadows change during the day because the Earth is turning. The Sun stays in one place.,To get a small object and glue it to a flat surface. Then get outside put in the sun and record every hour until the sun goes down.,incorrect
Shadows change during the day because the Earth is turning. The Sun stays in one place.,When you rotate the globe the sun is not moving. And when you think that the sun is moving it is really not. You are the one that is moving.,correct
Shadows change during the day because the Earth is turning. The Sun stays in one place.,Because as the day goes the earth rotates.,correct
Shadows change during the day because the Earth is turning. The Sun stays in one place.,The shadow change bigger and smaller because the sun is moving around the earth.,incorrect
Shadows change during the day because the Earth is turning. The Sun stays in one place.,Because the earth moves and the sun does not.,correct
Shadows change during the day because the Earth is turning. The Sun stays in one place.,Because it would show one side and the other that is why I picked rotate the globe.,correct
Shadows change during the day because the Earth is turning. The Sun stays in one place.,Because the earth now rotates around the sun and at different time of the day you shadow will move.,incorrect
Shadows change during the day because the Earth is turning. The Sun stays in one place.,By turning the globe.,correct
Shadows change during the day because the Earth is turning. The Sun stays in one place.,The shadow in the morning is long and the sun is pointing south when it is in the morning and it in the afternoon it is start the shadow.,incorrect
Shadows change during the day because the Earth is turning. The Sun stays in one place.,Because the sun does not move the earth does.,correct
Shadows change during the day because the Earth is turning. The Sun stays in one place.,Because the sun does not move. It is the car that rotates. So if you move the flashlight it will get off track.,incorrect
Shadows change during the day because the Earth is turning. The Sun stays in one place.,It will show where the light is falling to tell where the shadow will fall.,incorrect
Shadows change during the day because the Earth is turning. The Sun stays in one place.,He would move the flashlight around and the shadow would move. If he started the globe the flashlight would just be shining on the globe and not the golf tee so he would not be figuring out how shadows change during the day.,incorrect
Shadows change during the day because the Earth is turning. The Sun stays in one place.,"The flashlight would represent the sun, and the sun does not rotate. However, the earth does rotate.",correct
Shadows change during the day because the Earth is turning. The Sun stays in one place.,It would be the best to demonstrate how shadows change during the day because the sun does not move and the earth rotates around the sun. So rotating the earth would show how shadows rotate during the day.,correct
Shadows change during the day because the Earth is turning. The Sun stays in one place.,Because it would demonstrate the earth rotating.,correct
Shadows change during the day because the Earth is turning. The Sun stays in one place.,"It would best demonstrate shadows change because the flashlight is acting as the sun, and the globe as the earth, so the earth would rotate, not the sun.",correct
Shadows change during the day because the Earth is turning. The Sun stays in one place.,Because the earth rotates around not the sun rotates around the earth.,correct
Shadows change during the day because the Earth is turning. The Sun stays in one place.,Because you can see them better and you can mark down the spot your shadow was at.,incorrect
Shadows change during the day because the Earth is turning. The Sun stays in one place.,Because if you rotate the globe it does not do anything. When you move the flashlight the shadow and that is why I pick move the flashlight.,incorrect
Shadows change during the day because the Earth is turning. The Sun stays in one place.,Because the only way it would move to a different place is if you rotate the globe. If you were just moving the flashlight it will not really do anything.,correct
Shadows change during the day because the Earth is turning. The Sun stays in one place.,It is easy because if it was like the earth and the sun the sun does not move. It is the earth.,correct
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",You would know by which way the shadow is pointing to.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",I used the strategy never eat soggy waffles.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",Because the direction the shadows were facing and in my journal.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",The shadow is point east.,correct
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",Because the shadows.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",I just looked at it if it was early afternoon it would be pointing northeast and if it was late afternoon it would be point to southwest.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",By looking at the shadows' reflection.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",Because my teacher tell me never eat soggy waffles. It means north east south west.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",Because I used a compass.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",Because the sun is behind them.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",Because the sun is in the north.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.","Common sense. I just know because the experiment with shadows. The letters next to the boxes of north, east, south, west are direction letters and the letter in the boxes are the ones you see on maps.",incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",I followed where I walk and it came to me and I found all the sides.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",West is on the left side.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",Because the sun rises at the east and the sun is moving.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",The direction of west is left that the west.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",Because the sun is pointing east and the shadow have to point to the north.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",By using a compass to tell me where it is.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",That is how you spell west east. West by the W. East by the E.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",Because that is the way the sun sets.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",Because when the sun is in the east your shadow is really big like in the picture. So if the sun is in the east I would know.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",The sun rises on the east.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",I know it is west because the sunrise in the east and the shadow is longer.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",The shadow is facing the east and in the afternoon the sun is shining west so the shadow is east.,correct
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",Because of the way the sun is showing.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.","I knew which direction west was because in the plaza it shows all the shadows facing one way and the sun makes shadows face the opposite directions of the object, and I knew that in the afternoon the sun is in the north so it must be west above.",incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",I knew which direction was west because in the afternoon the sun is coming from the east.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",I knew it because west is where the sun is most of the time.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",Because the drawing looked like the early morning of the day and I knew that the sun rises in the east and sets in the west.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",Because the sun would probably be northwest for the shadow to face southeast.,correct
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",I know that north is forward and west is your left.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",When earth moves then the shadow will be in the west because by then the sun will be setting.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.","West is always on your left, after that it is east.",incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",I know which direction was west is because a shadow facing west.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",I knew where west is because I looked at the shadow.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.","I knew which direction was west because in class, I learned that no matter what way you are facing, west is always on the left side.",incorrect
The tree blocks the light from the Sun.,If it show on south east the shadow will be facing north east.,incorrect
The tree blocks the light from the Sun.,"In the early afternoon it would look point, north east.",incorrect
The tree blocks the light from the Sun.,The tree has a shadow because the tree blocked the sun from hitting the ground.,correct
The tree blocks the light from the Sun.,"There is a shadow there because the sun is behind it and light cannot go through solid objects. Note, I think that question was kind of dumb.",correct
The tree blocks the light from the Sun.,Because the sun is over it.,incorrect
The tree blocks the light from the Sun.,Because the tree is of front.,incorrect
The tree blocks the light from the Sun.,Because the sun hits the tree with light and part of the tree is breaking it creates a shadow.,correct
The tree blocks the light from the Sun.,Because everything has a shadow and because of the sun.,incorrect
The tree blocks the light from the Sun.,The sun goes over us and we go around.,incorrect
The tree blocks the light from the Sun.,So it could look like a shadow to us.,incorrect
The tree blocks the light from the Sun.,Because the sun is hitting the tree and it is making a shadow.,incorrect
The tree blocks the light from the Sun.,Because the sun is up.,incorrect
The tree blocks the light from the Sun.,The object of the shadow is blocking light so there would be a shadow.,incorrect
The tree blocks the light from the Sun.,"Because the sun is hitting at an object, and making a shadow.",correct
The tree blocks the light from the Sun.,The tree is blocking the sun rays.,correct
The tree blocks the light from the Sun.,Because the sun is on the east part and the trees block the sun.,correct
The tree blocks the light from the Sun.,Because it is an object and it covers part of the sun's brightness.,incorrect
The tree blocks the light from the Sun.,Because when an opaque object stands in the way of light the shadow is what replaces the light that should have been there.,incorrect
The tree blocks the light from the Sun.,Because the tree is in the sun's way so it will cast off a shadow.,correct
The tree blocks the light from the Sun.,Because it either has the light on it or some kind of light on it.,incorrect
The tree blocks the light from the Sun.,"The tree in this picture has a shadow because the tree is something that can be reflected to the ground by the sun, and in this picture, the sun is out.",incorrect
The tree blocks the light from the Sun.,It has a shadow because the sun is facing one part of the tree and the dark part of the tree becomes a shadow.,incorrect
The tree blocks the light from the Sun.,The tree in the picture below has a shadow because the light hits the object and why there a shadow is because the light is being blocked off from front on back of the object.,incorrect
The tree blocks the light from the Sun.,Because the sun is going on it and it is blocking the light.,correct
The tree blocks the light from the Sun.,"Because when a substance of an object blocks light, it creates a shadow.",incorrect
The tree blocks the light from the Sun.,Because the tree is blocking the sunshine.,correct
The tree blocks the light from the Sun.,Because the tree is an object that is blocking the light.,incorrect
The tree blocks the light from the Sun.,Because it blocks the light source that is trying to get through.,correct
The tree blocks the light from the Sun.,Because the sun is up.,incorrect
The tree blocks the light from the Sun.,Because the sun is behind the tree and the shadow is in front of it.,incorrect
The tree blocks the light from the Sun.,The tree has a shadow because there is a sun.,incorrect
